style,background_color,background_opacity,step2_char_width,step2_text_height,step3_char_width,step3_text_height,step4_char_width,step4_text_height,step5_char_width,step5_text_height
94_style1,#ded5bc,74,3,5,7,14,5,4.5,5.5,5
